id,surah_id,verse_number,verse_key,arabic_indopak,audio_url,english_translation,urdu_translation
3330,28,78,28:78,قَالَ اِنَّمَاۤ اُوۡتِيۡتُهٗ عَلٰى عِلۡمٍ عِنۡدِىۡ​ؕ اَوَلَمۡ يَعۡلَمۡ اَنَّ اللّٰهَ قَدۡ اَهۡلَكَ مِنۡ قَبۡلِهٖ مِنَ الۡقُرُوۡنِ مَنۡ هُوَ اَشَدُّ مِنۡهُ قُوَّةً وَّاَكۡثَرُ جَمۡعًا​ؕ وَلَا يُسۡــَٔلُ عَنۡ ذُنُوۡبِهِمُ الۡمُجۡرِمُوۡنَ‏,Alafasy/mp3/028078.mp3,"Answered he: “This [wealth] has been given to me only by virtue of the knowledge that is in me!” Did he not know that God had destroyed [the arrogant of] many a generation that preceded him - people who were greater than he in power, and richer in what they had amassed? But such as are lost in sin may not be asked about, their sins.",قارون نے کہا یہ سب کچھ مجھے میری اپنی سمجھ کی بنا پر ہی دیا گیا ہے، کیا اسے اب تک یہ نہیں معلوم کہ اللہ تعالیٰ نے اس سے پہلے بہت سے بستی والوں کو غارت کر دیا جو اس سے بہت زیاده قوت والے اور بہت بڑی جمع پونجی والے تھے۔ اور گنہگاروں سے ان کے گناہوں کی باز پرس ایسے وقت نہیں کی جاتی
3331,28,79,28:79,فَخَرَجَ عَلٰى قَوۡمِهٖ فِىۡ زِيۡنَتِهٖ​ؕ قَالَ الَّذِيۡنَ يُرِيۡدُوۡنَ الۡحَيٰوةَ الدُّنۡيَا يٰلَيۡتَ لَـنَا مِثۡلَ مَاۤ اُوۡتِىَ قَارُوۡنُۙ اِنَّهٗ لَذُوۡ حَظٍّ عَظِيۡمٍ‏,Alafasy/mp3/028079.mp3,"And so he went forth before his people in all his pomp; [and] those who cared only for the life of this world would say, “Oh, if we but had the like of what Qarun has been given! Verily, with tremendous good fortune is he endowed!”",پس قارون پوری آرائش کے ساتھ اپنی قوم کے مجمع میں نکلا، تو دنیاوی زندگی کے متوالے کہنے لگے کاش کہ ہمیں بھی کسی طرح وه مل جاتا جو قارون کو دیا گیا ہے۔ یہ تو بڑا ہی قسمت کا دھنی ہے
3332,28,80,28:80,وَقَالَ الَّذِيۡنَ اُوۡتُوا الۡعِلۡمَ وَيۡلَـكُمۡ ثَوَابُ اللّٰهِ خَيۡرٌ لِّمَنۡ اٰمَنَ وَعَمِلَ صَالِحًـا ۚ وَلَا يُلَقّٰٮهَاۤ اِلَّا الصّٰبِرُوۡنَ‏,Alafasy/mp3/028080.mp3,But those who had been granted true knowl­edge said: “Woe unto you! Merit in the sight of God is by far the best for any who attains to faith and does what is right: but none save the patient in adversity can ever achieve this [blessing].”,ذی علم لوگ انہیں سمجھانے لگے کہ افسوس! بہتر چیز تو وه ہے جو بطور ﺛواب انہیں ملے گی جو اللہ پر ایمان ﻻئیں اور نیک عمل کریں یہ بات انہی کے دل میں ڈالی جاتی ہے جو صبر وسہارا والے ہوں
3333,28,81,28:81,فَخَسَفۡنَا بِهٖ وَبِدَارِهِ الۡاَرۡضَ فَمَا كَانَ لَهٗ مِنۡ فِئَةٍ يَّـنۡصُرُوۡنَهٗ مِنۡ دُوۡنِ اللّٰهِ وَمَا كَانَ مِنَ الۡمُنۡتَصِرِيۡنَ‏,Alafasy/mp3/028081.mp3,"And thereupon We caused the earth to swallow him and his dwelling; and he had none and nothing to succour him against God, nor was he of those who could succour themselves.",(آخرکار) ہم نے اسے اس کے محل سمیت زمین میں دھنسا دیا اور اللہ کے سوا کوئی جماعت اس کی مدد کے لیے تیار نہ ہوئی نہ وه خود اپنے بچانے والوں میں سے ہو سکا
3334,28,82,28:82,وَاَصۡبَحَ الَّذِيۡنَ تَمَـنَّوۡا مَكَانَهٗ بِالۡاَمۡسِ يَقُوۡلُوۡنَ وَيۡكَاَنَّ اللّٰهَ يَبۡسُطُ الرِّزۡقَ لِمَنۡ يَّشَآءُ مِنۡ عِبَادِهٖ وَيَقۡدِرُ​ۚ لَوۡلَاۤ اَنۡ مَّنَّ اللّٰهُ عَلَيۡنَا لَخَسَفَ بِنَا​ ؕ وَيۡكَاَنَّهٗ لَا يُفۡلِحُ الۡكٰفِرُوۡنَ‏ ﻿﻿,Alafasy/mp3/028082.mp3,"And on the morrow, those who but yesterday had longed to be in his place exclaimed: “Alas [for our not having been aware] that it is indeed God [alone] who grants abundant sustenance, or gives it in scant measure, unto whichever He wills of His crea­tures! Had not God been gracious to us, He might have caused [the earth] to swallow us, too! Alas [for our having forgotten] that those who deny the truth can never attain to a happy state!”",اور جو لوگ کل اس کے مرتبہ پر پہنچنے کی آرزو مندیاں کر رہے تھے وه آج کہنے لگے کہ کیا تم نہیں دیکھتے کہ اللہ تعالیٰ ہی اپنے بندوں میں سے جس کے لیے چاہے روزی کشاده کر دیتا ہے اور تنگ بھی؟ اگر اللہ تعالیٰ ہم پر فضل نہ کرتا تو ہمیں بھی دھنسا دیتا، کیا دیکھتے نہیں ہو کہ ناشکروں کو کبھی کامیابی نہیں ہوتی؟
3335,28,83,28:83,تِلۡكَ الدَّارُ الۡاٰخِرَةُ نَجۡعَلُهَا لِلَّذِيۡنَ لَا يُرِيۡدُوۡنَ عُلُوًّا فِى الۡاَرۡضِ وَلَا فَسَادًا​ ؕ وَالۡعَاقِبَةُ لِلۡمُتَّقِيۡنَ‏,Alafasy/mp3/028083.mp3,"As for that [happy] life in the hereafter, We grant it [only] to those who do not seek to exalt themselves on earth, nor yet to spread corruption: for the future belongs to the God-conscious.",آخرت کا یہ بھلا گھر ہم ان ہی کے لیے مقرر کر دیتے ہیں جو زمین میں اونچائی بڑائی اور فخر نہیں کرتے نہ فساد کی چاہت رکھتے ہیں۔ پرہیزگاروں کے لیے نہایت ہی عمده انجام ہے
3336,28,84,28:84,مَنۡ جَآءَ بِالۡحَسَنَةِ فَلَهٗ خَيۡرٌ مِّنۡهَا​ ۚ وَمَنۡ جَآءَ بِالسَّيِّئَةِ فَلَا يُجۡزَى الَّذِيۡنَ عَمِلُوا السَّيِّاٰتِ اِلَّا مَا كَانُوۡا يَعۡمَلُوۡنَ‏ ﻿﻿,Alafasy/mp3/028084.mp3,Whosoever shall come [before God] with a good deed will gain [further] good there from; but as for any who shall come with an evil deed - [know that] they who do evil deeds will not be requited with more than [the like of] what they have done.,جو شخص نیکی ﻻئے گا اسے اس سے بہتر ملے گا اور جو برائی لے کر آئے گا تو ایسے بداعمالی کرنے والوں کو ان کے انہی اعمال کا بدلہ دیا جائے گا جو وه کرتے تھے
3337,28,85,28:85,اِنَّ الَّذِىۡ فَرَضَ عَلَيۡكَ الۡقُرۡاٰنَ لَرَآدُّكَ اِلٰى مَعَادٍ​ ؕ قُلْ رَّبِّىۡۤ اَعۡلَمُ مَنۡ جَآءَ بِالۡهُدٰى وَمَنۡ هُوَ فِىۡ ضَلٰلٍ مُّبِيۡنٍ‏,Alafasy/mp3/028085.mp3,"VERILY, [O believer,] He who has laid down this Qur’an in plain terms, making it binding on thee, will assuredly bring thee back [from death] to a life renewed. Say [unto those who reject the truth]: My Sus­tainer knows best, as to who is right-guided and who is obviously lost in error!”",جس اللہ نے آپ پر قرآن نازل فرمایا ہے وه آپ کو دوباره پہلی جگہ ﻻنے واﻻ ہے، کہہ دیجئے! کہ میرا رب اسے بھی بخوبی جانتا ہے جو ہدایت ﻻیا ہے اور اسے بھی جو کھلی گمراہی میں ہے
3338,28,86,28:86,وَمَا كُنۡتَ تَرۡجُوۡۤا اَنۡ يُّلۡقٰٓى اِلَيۡكَ الۡكِتٰبُ اِلَّا رَحۡمَةً مِّنۡ رَّبِّكَ​ فَلَا تَكُوۡنَنَّ ظَهِيۡرًا لِّـلۡكٰفِرِيۡنَ‏,Alafasy/mp3/028086.mp3,"Now [as for thyself, O believer,] thou couldst never foresee that this divine writ would [one day] be offered to thee: but [it did come to thee] by thy Sustainer’s grace. Hence, never uphold those who deny the truth [of divine guidance],",آپ کو تو کبھی اس کا خیال بھی نہ گزرا تھا کہ آپ کی طرف کتاب نازل فرمائی جائے گی لیکن یہ آپ کے رب کی مہربانی سے اترا۔ اب آپ کو ہرگز کافروں کا مددگار نہ ہونا چاہیئے
3339,28,87,28:87,وَلَا يَصُدُّنَّكَ عَنۡ اٰيٰتِ اللّٰهِ بَعۡدَ اِذۡ اُنۡزِلَتۡ اِلَيۡكَ​ وَادۡعُ اِلٰى رَبِّكَ​ وَلَا تَكُوۡنَنَّ مِنَ الۡمُشۡرِكِيۡنَ​ۚ‏,Alafasy/mp3/028087.mp3,"and never let them turn thee away from God’s messages after they have been bestowed upon thee from on high: instead summon [all men] to thy Sustainer. And never be of those who ascribe divinity to aught but Him,",خیال رکھیئے کہ یہ کفار آپ کو اللہ تعالیٰ کی آیتوں کی تبلیﻎ سے روک نہ دیں اس کے بعد کہ یہ آپ کی جانب اتاری گئیں، تو اپنے رب کی طرف بلاتے رہیں اور شرک کرنے والوں میں سے نہ ہوں
3340,28,88,28:88,وَلَا تَدۡعُ مَعَ اللّٰهِ اِلٰهًا اٰخَرَ​ۘ لَاۤ اِلٰهَ اِلَّا هُوَ​ كُلُّ شَىۡءٍ هَالِكٌ اِلَّا وَجۡهَهٗ​ؕ لَـهُ الۡحُكۡمُ وَاِلَيۡهِ تُرۡجَعُوۡنَ‏,Alafasy/mp3/028088.mp3,"and never call upon any other deity side by side with God. There is no deity save Him. Everything is bound to perish, save His [eternal] self. With Him rests all judgment; and unto Him shall you all be brought back.",اللہ تعالیٰ کے ساتھ کسی اور معبود کو نہ پکارنا بجز اللہ تعالیٰ کے کوئی اور معبود نہیں، ہر چیز فنا ہونے والی ہے مگر اسی کا منھ (اور ذات) ۔ اسی کے لیے فرمانروائی ہے اور تم اسی کی طرف لوٹائے جاؤ گے
3341,29,1,29:1,الٓمّٓ​ ۚ‏,Alafasy/mp3/029001.mp3,Alif. Lam. Mim.,الم
3342,29,2,29:2,اَحَسِبَ النَّاسُ اَنۡ يُّتۡرَكُوۡۤا اَنۡ يَّقُوۡلُوۡۤا اٰمَنَّا وَهُمۡ لَا يُفۡتَـنُوۡنَ‏,Alafasy/mp3/029002.mp3,"DO MEN THINK that on their [mere] saying, “We have attained to faith”, they will be left to themselves, and will not be put to a test?",کیا لوگوں نے یہ گمان کر رکھا ہے کہ ان کے صرف اس دعوے پر کہ ہم ایمان ﻻئے ہیں ہم انہیں بغیر آزمائے ہوئے ہی چھوڑ دیں گے؟
3343,29,3,29:3,وَلَقَدۡ فَتَـنَّا الَّذِيۡنَ مِنۡ قَبۡلِهِمۡ​ فَلَيَـعۡلَمَنَّ اللّٰهُ الَّذِيۡنَ صَدَقُوۡا وَلَيَعۡلَمَنَّ الۡكٰذِبِيۡنَ‏,Alafasy/mp3/029003.mp3,"Yea, indeed, We did test those who lived before them; and so, [too, shall be tested the people now living: and] most certainly will God mark out those who prove themselves true, and most certainly will He mark out those who are lying.",ان سے اگلوں کو بھی ہم نے خوب جانچا۔ یقیناً اللہ تعالیٰ انہیں بھی جان لے گا جو سچ کہتے ہیں اور انہیں بھی معلوم کرلے گا جو جھوٹے ہیں
3344,29,4,29:4,اَمۡ حَسِبَ الَّذِيۡنَ يَعۡمَلُوۡنَ السَّيِّاٰتِ اَنۡ يَّسۡبِقُوۡنَا​ ؕ سَآءَ مَا يَحۡكُمُوۡنَ‏,Alafasy/mp3/029004.mp3,"Or do they think - they who do evil deeds [while claiming to have attained to faith] - that they can escape Us? Bad, indeed, is their judgment!",کیا جو لوگ برائیاں کر رہے ہیں انہوں نے یہ سمجھ رکھا ہے کہ وه ہمارے قابو سے باہر ہو جائیں گے، یہ لوگ کیسی بری تجویزیں کر رہے ہیں
3345,29,5,29:5,مَنۡ كَانَ يَرۡجُوۡا لِقَآءَ اللّٰهِ فَاِنَّ اَجَلَ اللّٰهِ لَاٰتٍ​ؕ وَهُوَ السَّمِيۡعُ الۡعَلِيۡمُ‏,Alafasy/mp3/029005.mp3,"Whoever looks forward [with hope and awe] to meeting God [on Resurrection Day, let him be ready for it]: for, behold, the end set by God [for every­one’s life] is bound to come - and He alone is all-hearing, all-knowing!",جسے اللہ کی ملاقات کی امید ہو پس اللہ کا ٹھہرایا ہوا وقت یقیناً آنے واﻻ ہے، وه سب کچھ سننے واﻻ، سب کچھ جاننے واﻻ ہے
3346,29,6,29:6,وَمَنۡ جَاهَدَ فَاِنَّمَا يُجَاهِدُ لِنَفۡسِهٖؕ اِنَّ اللّٰهَ لَـغَنِىٌّ عَنِ الۡعٰلَمِيۡنَ‏,Alafasy/mp3/029006.mp3,"Hence, whoever strives hard [in God’s cause] does so only for his own good: for, verily, God does not stand in need of anything in all the worlds!",اور ہر ایک کوشش کرنے واﻻ اپنے ہی بھلے کی کوشش کرتا ہے۔ ویسے تو اللہ تعالیٰ تمام جہان والوں سے بےنیاز ہے
3347,29,7,29:7,وَالَّذِيۡنَ اٰمَنُوۡا وَعَمِلُوا الصّٰلِحٰتِ لَـنُكَفِّرَنَّ عَنۡهُمۡ سَيِّاٰتِهِمۡ وَلَـنَجۡزِيَنَّهُمۡ اَحۡسَنَ الَّذِىۡ كَانُوۡا يَعۡمَلُوۡنَ‏,Alafasy/mp3/029007.mp3,"And as for those who attain to faith and do righteous deeds, We shall most certainly efface their [previous] bad deeds, and shall most certainly reward them in accordance with the best that they ever did.",اور جن لوگوں نے یقین کیا اور مطابق سنت کام کیے ہم ان کے تمام گناہوں کو ان سے دور کر دیں گے اور انہیں ان کے نیک اعمال کے بہترین بدلے دیں گے
3348,29,8,29:8,وَوَصَّيۡنَا الۡاِنۡسَانَ بِوَالِدَيۡهِ حُسۡنًا​ ؕ وَاِنۡ جَاهَدٰكَ لِتُشۡرِكَ بِىۡ مَا لَـيۡسَ لَـكَ بِهٖ عِلۡمٌ فَلَا تُطِعۡهُمَا ؕ اِلَىَّ مَرۡجِعُكُمۡ فَاُنَبِّئُكُمۡ بِمَا كُنۡتُمۡ تَعۡمَلُوۡنَ‏,Alafasy/mp3/029008.mp3,"Now [among the best of righteous deeds which] We have enjoined upon man [is] goodness towards his parents; yet [even so,] should they endeavour to make thee ascribe divinity, side by side with Me, to something which thy mind cannot accept [as divine], obey then, not: [for] it is unto Me that you all must return, whereupon I shall make you [truly] understand [the right and wrong of] all that you were doing [in life].",ہم نے ہر انسان کو اپنے ماں باپ کے ساتھ اچھا سلوک کرنے کی نصیحت کی ہے ہاں اگر وه یہ کوشش کریں کہ آپ میرے ساتھ اسے شریک کرلیں جس کا آپ کو علم نہیں تو ان کا کہنا نہ مانیئے، تم سب کا لوٹنا میری ہی طرف ہے پھر میں ہر اس چیز سے جو تم کرتے تھے تمہیں خبر دوں گا
3349,29,9,29:9,وَالَّذِيۡنَ اٰمَنُوۡا وَعَمِلُوا الصّٰلِحٰتِ لَـنُدۡخِلَـنَّهُمۡ فِى الصّٰلِحِيۡنَ‏ ﻿﻿,Alafasy/mp3/029009.mp3,"But as for those who have attained to faith and have done righteous deeds, We shall most certainly cause them to join the righteous [in the hereafter as well].",اور جن لوگوں نے ایمان قبول کیا اور نیک کام کیے انہیں میں اپنے نیک بندوں میں شمار کر لوں گا
3350,29,10,29:10,وَمِنَ النَّاسِ مَنۡ يَّقُوۡلُ اٰمَنَّا بِاللّٰهِ فَاِذَاۤ اُوۡذِىَ فِى اللّٰهِ جَعَلَ فِتۡنَةَ النَّاسِ كَعَذَابِ اللّٰهِؕ وَلَٮِٕنۡ جَآءَ نَـصۡرٌ مِّنۡ رَّبِّكَ لَيَـقُوۡلُنَّ اِنَّا كُنَّا مَعَكُمۡ​ؕ اَوَلَـيۡسَ اللّٰهُ بِاَعۡلَمَ بِمَا فِىۡ صُدُوۡرِ الۡعٰلَمِيۡنَ‏,Alafasy/mp3/029010.mp3,"Now there is among men many a one who says [of himself and of others like him], “We do believe in God” - but whenever he is made to suffer in God’s cause, he thinks that persecution at the hands of man is as [much to be feared, or even more than,] God’s chastisement; whereas, if succour from thy Sustainer comes [to those who truly believe] he is sure to say. “Behold, we have always been with you!” Is not God fully aware of what is in the hearts of all creatures?",اور بعض لوگ ایسے بھی ہیں جو زبانی کہتے ہیں کہ ہم ایمان ﻻئے ہیں لیکن جب اللہ کی راه میں کوئی مشکل آن پڑتی ہے تو لوگوں کی ایذا دہی کو اللہ تعالیٰ کے عذاب کی طرح بنا لیتے ہیں، ہاں اگر اللہ کی مدد آجائے تو پکار اٹھتے ہیں کہ ہم تو تمہارے ساتھی ہی ہیں کیا دنیا جہان کے سینوں میں جو کچھ ہے اس سے اللہ تعالیٰ دانا نہیں ہے؟
3351,29,11,29:11,وَلَيَـعۡلَمَنَّ اللّٰهُ الَّذِيۡنَ اٰمَنُوۡا وَلَيَـعۡلَمَنَّ الۡمُنٰفِقِيۡنَ‏ ﻿﻿,Alafasy/mp3/029011.mp3,"[Yea-] and most certainly will God mark out those who have [truly] attained to faith, and most certainly will He mark out the hypocrites.",جو لوگ ایمان ﻻئے اللہ انہیں بھی ﻇاہر کرکے رہے گا اور منافقوں کو بھی ﻇاہر کرکے رہے گا
3352,29,12,29:12,وَقَالَ الَّذِيۡنَ كَفَرُوۡا لِلَّذِيۡنَ اٰمَنُوا اتَّبِعُوۡا سَبِيۡلَـنَا وَلۡـنَحۡمِلۡ خَطٰيٰكُمۡ ؕ وَمَا هُمۡ بِحٰمِلِيۡنَ مِنۡ خَطٰيٰهُمۡ مِّنۡ شَىۡءٍ​ؕ اِنَّهُمۡ لَـكٰذِبُوۡنَ‏,Alafasy/mp3/029012.mp3,"And [He is aware, too, that] they who are bent on denying the truth speak [thus, as it were,] to those who have attained to faith: “Follow our way [of life], and we shall indeed take your sins upon ourselves!” But never could they take upon themselves aught of the sins of those [whom they would thus mislead]: behold, they are liars indeed!",کافروں نے ایماں والوں سے کہا کہ تم ہماری راه کی تابعداری کرو تمہارے گناه ہم اٹھا لیں گے، حاﻻنکہ وه ان کے گناہوں میں سے کچھ بھی نہیں اٹھانے والے، یہ تو محض جھوٹے ہیں
3353,29,13,29:13,وَلَيَحۡمِلُنَّ اَ ثۡقَالَهُمۡ وَاَ ثۡقَالًا مَّعَ اَثۡقَالِهِمۡ​ وَلَـيُسۡــَٔـلُنَّ يَوۡمَ الۡقِيٰمَةِ عَمَّا كَانُوۡا يَفۡتَرُوۡنَ‏,Alafasy/mp3/029013.mp3,"Yet most certainly will they have to bear their own burdens, and other burdens besides their own; and most certainly will they be called to account on Resurrection Day for all their false assertions!",البتہ یہ اپنے بوجھ ڈھولیں گے اور اپنے بوجھوں کے ساتھ ہی اور بوجھ بھی۔ اور جو کچھ افترا پردازیاں کر رہے ہیں ان سب کی بابت ان سے باز پرس کی جائے گی
3354,29,14,29:14,وَلَقَدۡ اَرۡسَلۡنَا نُوۡحًا اِلٰى قَوۡمِهٖ فَلَبِثَ فِيۡهِمۡ اَ لۡفَ سَنَةٍ اِلَّا خَمۡسِيۡنَ عَامًا ؕ فَاَخَذَهُمُ الطُّوۡفَانُ وَهُمۡ ظٰلِمُوۡنَ‏,Alafasy/mp3/029014.mp3,"And, indeed, [in times long past] We sent forth Noah unto his people, and he dwelt among them a thousand years bar fifty; and then the floods over­whelmed them while they were still lost in evildoing:",اور ہم نے نوح (علیہ السلام) کو ان کی قوم کی طرف بھیجا وه ان میں ساڑھے نو سو سال تک رہے، پھر تو انہیں طوفان نے دھر پکڑا اور وه تھے بھی ﻇالم
3355,29,15,29:15,فَاَنۡجَيۡنٰهُ وَاَصۡحٰبَ السَّفِيۡنَةِ وَجَعَلۡنٰهَاۤ اٰيَةً لِّـلۡعٰلَمِيۡنَ‏ ﻿﻿,Alafasy/mp3/029015.mp3,"but We saved him, together with all who were in the ark, which We then set up as a symbol [of Our grace] for all people [to remember].",پھر ہم نے انہیں اور کشتی والوں کو نجات دی اور اس واقعہ کو ہم نے تمام جہان کے لیے عبرت کا نشان بنا دیا
3356,29,16,29:16,وَاِبۡرٰهِيۡمَ اِذۡ قَالَ لِقَوۡمِهِ اعۡبُدُوا اللّٰهَ وَاتَّقُوۡهُ​ ؕ ذٰ لِكُمۡ خَيۡرٌ لَّـكُمۡ اِنۡ كُنۡـتُمۡ تَعۡلَمُوۡنَ‏,Alafasy/mp3/029016.mp3,"And Abraham, [too, was inspired by Us] when he said unto his people: “Worship God, and be conscious of Him: this is the best for you, if you but knew it!",اور ابراہیم (علیہ السلام) نے بھی اپنی قوم سے فرمایا کہ اللہ تعالیٰ کی عبادت کرو اوراس سے ڈرتے رہو، اگر تم میں دانائی ہے تو یہی تمہارے لیے بہتر ہے
3357,29,17,29:17,اِنَّمَا تَعۡبُدُوۡنَ مِنۡ دُوۡنِ اللّٰهِ اَوۡثَانًا وَّتَخۡلُقُوۡنَ اِفۡكًا​ ؕ اِنَّ الَّذِيۡنَ تَعۡبُدُوۡنَ مِنۡ دُوۡنِ اللّٰهِ لَا يَمۡلِكُوۡنَ لَـكُمۡ رِزۡقًا فَابۡتَغُوۡا عِنۡدَ اللّٰهِ الرِّزۡقَ وَاعۡبُدُوۡهُ وَاشۡكُرُوۡا لَهٗ ؕ اِلَيۡهِ تُرۡجَعُوۡنَ‏,Alafasy/mp3/029017.mp3,"You worship only [lifeless] idols instead of God, and [thus] you give visible shape to a lie! Behold, those [things and beings] that you worship instead of God have it not in their power to provide sustenance for you: seek, then, all [your] sustenance from God, and worship Him [alone] and be grateful to Him: [for] unto Him you shall be brought back!",تم تو اللہ تعالیٰ کے سوا بتوں کی پوجا پاٹ کر رہے ہو اور جھوٹی باتیں دل سے گھڑ لیتے ہو۔ سنو! جن جنکی تم اللہ تعالیٰ کے سوا پوجا پاٹ کر رہے ہو وه تو تمہاری روزی کے مالک نہیں پس تمہیں چاہئے کہ تم اللہ تعالیٰ ہی سے روزیاں طلب کرو اور اسی کی عبادت کرو اور اسی کی شکر گزاری کرو اور اسی کی طرف تم لوٹائے جاؤ گے
3358,29,18,29:18,وَاِنۡ تُكَذِّبُوۡا فَقَدۡ كَذَّبَ اُمَمٌ مِّنۡ قَبۡلِكُمۡ​ؕ وَمَا عَلَى الرَّسُوۡلِ اِلَّا الۡبَلٰغُ الۡمُبِيۡنُ‏,Alafasy/mp3/029018.mp3,"“And if you give [me] the lie - well, [other] communities have given the lie [to Gods prophets] before your time: but no more is an apostle bound to do than clearly deliver the message [entrusted to him].”",اور اگر تم جھٹلاؤ تو تم سے پہلے کی امتوں نے بھی جھٹلایا ہے، رسول کے ذمہ تو صرف صاف طور پر پہنچا دینا ہی ہے
3359,29,19,29:19,اَوَلَمۡ يَرَوۡا كَيۡفَ يُبۡدِئُ اللّٰهُ الۡخَـلۡقَ ثُمَّ يُعِيۡدُهٗ ؕ اِنَّ ذٰ لِكَ عَلَى اللّٰهِ يَسِيۡرٌ‏,Alafasy/mp3/029019.mp3,"Are then they [who deny the truth] not aware of how God creates [life] in the first instance, and then brings it forth anew? This, verily, is easy for God!",کیا انہوں نے نہیں دیکھا کہ مخلوق کی ابتدا کس طرح اللہ نے کی پھر اللہ اس کا اعاده کرے گا، یہ تو اللہ تعالیٰ پر بہت ہی آسان ہے
3360,29,20,29:20,قُلۡ سِيۡرُوۡا فِى الۡاَرۡضِ فَانْظُرُوۡا كَيۡفَ بَدَاَ الۡخَـلۡقَ​ ثُمَّ اللّٰهُ يُنۡشِئُ النَّشۡاَةَ الۡاٰخِرَةَ​ ؕ اِنَّ اللّٰهَ عَلٰى كُلِّ شَىۡءٍ قَدِيۡرٌ​ۚ‏ ﻿﻿,Alafasy/mp3/029020.mp3,"Say: “Go all over the earth and behold how [wondrously] He has created [man] in the first in­stance: and thus, too, will God bring into being your second life for, verily, God has the power to will anything!",کہہ دیجئے! کہ زمین میں چل پھر کر دیکھو تو سہی کہ کس طرح اللہ تعالیٰ نے ابتداءً پیدائش کی۔ پھر اللہ تعالیٰ ہی دوسری نئی پیدائش کرے گا، اللہ تعالیٰ ہر چیز پر قادر ہے
3361,29,21,29:21,يُعَذِّبُ مَنۡ يَّشَآءُ وَيَرۡحَمُ مَنۡ يَّشَآءُ ​ۚ وَاِلَيۡهِ تُقۡلَبُوۡنَ‏ ﻿﻿,Alafasy/mp3/029021.mp3,"He causes to suffer whomever He wills, and bestows His mercy on whomever He wills; and unto Him you shall be made to return:",جسے چاہے عذاب کرے جس پر چاہے رحم کرے، سب اسی کی طرف لوٹائے جاؤ گے
3362,29,22,29:22,وَمَاۤ اَنۡـتُمۡ بِمُعۡجِزِيۡنَ فِى الۡاَرۡضِ وَلَا فِى السَّمَآءِ​ وَمَا لَـكُمۡ مِّنۡ دُوۡنِ اللّٰهِ مِنۡ وَّلِىٍّ وَّلَا نَصِيۡرٍ‏,Alafasy/mp3/029022.mp3,"and never - not on earth and not in the skies - can you [hope to] elude Him: and you have none to protect you from God, and none to bring you succour.”",تم نہ تو زمین میں اللہ تعالیٰ کو عاجز کرسکتے ہو نہ آسمان میں، اللہ تعالیٰ کے سوا تمہارا کوئی والی ہے نہ مددگار
3363,29,23,29:23,وَالَّذِيۡنَ كَفَرُوۡا بِاٰيٰتِ اللّٰهِ وَلِقَآٮِٕهٖۤ اُولٰٓٮِٕكَ يَٮِٕسُوۡا مِنۡ رَّحۡمَتِىۡ وَاُولٰٓٮِٕكَ لَهُمۡ عَذَابٌ اَلِيۡمٌ‏,Alafasy/mp3/029023.mp3,And [thus it is:] they who are bent on denying the truth of God’s messages and of their [ultimate] meeting with Him - it is they who abandon all hope of My grace and mercy: and it is they whom grievous suffering awaits [in the life to come].,جو لوگ اللہ تعالیٰ کی آیتوں اور اس کی ملاقات کو بھلاتے ہیں وه میری رحمت سے ناامید ہو جائیں اور ان کے لیے دردناک عذاب ہے
3364,29,24,29:24,فَمَا كَانَ جَوَابَ قَوۡمِهٖۤ اِلَّاۤ اَنۡ قَالُوا اقۡتُلُوۡهُ اَوۡ حَرِّقُوۡهُ فَاَنۡجٰٮهُ اللّٰهُ مِنَ النَّارِ ​ؕ اِنَّ فِىۡ ذٰ لِكَ لَاٰيٰتٍ لِّقَوۡمٍ يُّؤۡمِنُوۡنَ‏ ﻿﻿,Alafasy/mp3/029024.mp3,"Now [as for Abraham,] his people’s only answer was, “Slay him, or burn him!” – but God saved him from the fire. Behold, in this [story] there are messages indeed for people who will believe!",ان کی قوم کا جواب بجز اس کے کچھ نہ تھا کہ کہنے لگے کہ اسے مار ڈالو یا اسے جلا دو۔ آخر اللہ نے انہیں آگ سے بچا لیا، اس میں ایمان والے لوگوں کے لیے تو بہت سی نشانیاں ہیں
3365,29,25,29:25,وَقَالَ اِنَّمَا اتَّخَذۡتُمۡ مِّنۡ دُوۡنِ اللّٰهِ اَوۡثَانًا ۙ مَّوَدَّةَ بَيۡنِكُمۡ فِى الۡحَيٰوةِ الدُّنۡيَا ​ۚ ثُمَّ يَوۡمَ الۡقِيٰمَةِ يَكۡفُرُ بَعۡضُكُمۡ بِبَعۡضٍ وَّيَلۡعَنُ بَعۡضُكُمۡ بَعۡضًا  وَّمَاۡوٰٮكُمُ النَّارُ وَمَا لَـكُمۡ مِّنۡ نّٰصِرِيۡنَ ۙ‏,Alafasy/mp3/029025.mp3,"And [Abraham] said: “You have chosen to worship idols instead of God for no other reason than to have a bond of love in the life of this world, between yourselves [and your forebears]: but then, on Resurrection Day, you shall disown one another and curse one another - for the goal of you all will be the fire, and you will have none to succour you.",(حضرت ابراہیم علیہ السلام نے) کہا کہ تم نے جن بتوں کی پرستش اللہ کے سوا کی ہے انہیں تم نے اپنی آپس کی دنیوی دوستی کی بنا ٹھہرا لی ہے، تم سب قیامت کے دن ایک دوسرے سے کفر کرنے لگو گے اور ایک دوسرے پر لعنت کرنے لگو گے۔ اور تمہارا سب کا ٹھکانہ دوزخ ہوگا اور تمہارا کوئی مددگار نہ ہوگا
